Nyckel;Miltal;MY;Kaross;Drift;Märke;Modell;Pris;Dragkrok;Batteristorlek
7899;0;2025;Sedan;4;Porsche;Taycan;1763200;0;97
7900;8160;2021;SUV;2;Kia;e-Niro;251900;0;64
7901;5082;2023;SUV;2;BMW;iX3;514500;0;74
7902;2831;2023;SUV;4;Mercedes-Benz;EQA;420000;0;66
7903;2296;2023;SUV;2;Volkswagen;ID.4;419900;1;77
7904;2920;2022;SUV;2;Kia;e-Niro;299900;0;64
7905;3670;2022;SUV;2;Kia;e-Niro;299900;0;64
7906;2150;2024;SUV;4;Skoda;Enyaq;549000;1;80
7907;502;2024;SUV;2;BMW;iX3;639000;0;74
7908;466;2024;SUV;2;BMW;iX3;639000;0;74
7909;0;2024;SUV;2;Volvo;C40;509900;0;79
7910;4780;2022;Sedan;2;Porsche;Taycan;695000;0;71
7911;0;2025;SUV;4;Kia;EV6;610861;0;84
7912;8201;2022;SUV;4;Volvo;C40;374800;0;79
7913;3854;2021;Halvkombi;2;Fiat;500e;159900;0;42
7914;6627;2021;SUV;2;Ford;Mustang;334900;0;75
7915;1682;2023;Halvkombi;2;MG;MG4;229900;1;51
7916;5903;2022;SUV;4;MG;Marvel R;274900;1;70
7917;0;2024;Yrkesfordon;2;Renault;Kangoo;349875;0;52
7918;0;2023;SUV;2;MG;ZS;319990;0;70
7919;4935;2022;Sedan;2;Polestar;2;321900;0;64
7920;8600;2015;Sedan;2;Tesla;Model S;285000;0;67
7921;0;2026;Sedan;2;Volvo;ES90;932500;0;88
7922;9336;2019;SUV;2;Kia;e-Niro;199800;0;64
7923;12000;2018;Sedan;4;Tesla;Model S;309000;0;73
7924;4843;2022;SUV;2;Kia;e-Niro;279000;0;64
7925;4015;2022;Halvkombi;2;Renault;Zoe;189100;0;52
7926;3346;2022;SUV;4;Volkswagen;ID.4;399900;0;77
7927;1;2023;SUV;2;Ford;Mustang;499900;0;91
7928;3119;2022;SUV;2;Kia;e-Niro;299900;0;64
7929;3184;2023;Halvkombi;2;Mazda;MX-30;208900;0;30
7930;2690;2022;Halvkombi;2;Nissan;Leaf;189900;0;40
7931;321;2025;Yrkesfordon;2;Ford;E-Transit;730000;1;74
7932;81;2024;Yrkesfordon;2;Renault;Kangoo;450000;0;45
7933;5769;2023;SUV;4;Volkswagen;ID.4;397500;1;77
7934;0;2025;Yrkesfordon;2;Mercedes-Benz;eVito;1045988;1;81
7935;4816;2019;Halvkombi;2;BMW;i3;209900;0;42
7936;4459;2022;SUV;4;MG;Marvel R;299900;0;70
7937;3707;2022;SUV;2;Kia;EV6;389900;0;77
7938;20865;2016;SUV;4;Tesla;Model X;429900;1;86
7939;2246;2023;SUV;4;Toyota;bZ4X;454900;0;71
7940;6300;2020;Halvkombi;2;Nissan;Leaf;160000;0;40
7941;2380;2023;SUV;2;Kia;EV6;499900;0;77
7942;19067;2018;SUV;4;Tesla;Model X;350000;0;73
7943;3226;2019;Yrkesfordon;2;Renault;Kangoo;89900;0;33
7944;495;2019;Yrkesfordon;2;Renault;Kangoo;139900;0;33
7945;3789;2022;Halvkombi;2;Renault;Zoe;179500;0;52
7946;4148;2022;Halvkombi;2;Renault;Zoe;164500;0;52
7947;4777;2022;Halvkombi;2;Volkswagen;ID.3;269800;0;58
7948;5321;2018;Sedan;2;Hyundai;Ioniq;179900;0;28
7949;4110;2022;SUV;2;Volvo;XC40;364900;0;67
7950;3257;2024;Kombi;4;Audi;Q4;609000;1;59
7951;2516;2023;SUV;2;Volkswagen;ID.4;394900;1;77
7952;99;2024;Yrkesfordon;2;Mercedes-Benz;eVito;489000;0;60
7953;4434;2020;Halvkombi;2;Renault;Zoe;189900;0;52
7954;0;2025;SUV;4;Volvo;EX40;757500;0;79
7955;0;2024;SUV;2;Renault;Scénic;597600;0;87
7956;8672;2021;SUV;4;Ford;Mustang;399900;0;91
7957;1800;2023;Sedan;4;XPENG;P7;449900;0;83
7958;6265;2020;Sedan;4;Porsche;Taycan;695000;0;84
7959;2000;2023;SUV;2;XPENG;G9;679900;0;93
7960;500;2025;Sedan;4;Porsche;Taycan;1275000;0;84
7961;23178;2016;Sedan;4;Tesla;Model S;223000;0;67
7962;1496;2024;SUV;4;Volkswagen;ID.4;549900;1;77
7963;10165;2018;Sedan;2;Hyundai;Ioniq;159900;0;28
7964;23503;2014;Sedan;2;Tesla;Model S;240000;0;81
7965;6740;2019;Yrkesfordon;2;Nissan;e-NV200;140000;0;40
7966;5008;2021;Halvkombi;2;Renault;Zoe;149900;0;52
7967;7723;2017;Halvkombi;2;Renault;Zoe;110000;0;41
7968;5167;2017;Halvkombi;2;Nissan;Leaf;104900;0;30
7969;2525;2022;Kombi;2;MG;MG5;219900;0;61
7970;3850;2020;Halvkombi;2;Fiat;500e;149900;0;42
7971;4000;2022;Kombi;2;MG;MG5;224900;0;61
7972;2400;2023;Yrkesfordon;2;Peugeot;e-Partner;299875;0;50
7973;8300;2020;Halvkombi;2;Volkswagen;ID.3;249000;0;58
7974;9280;2018;Sedan;4;Tesla;Model S;349000;0;95
7975;4380;2022;Sedan;4;Tesla;Model 3;359900;0;75
7976;12800;2020;Sedan;4;Tesla;Model 3;250000;1;74
7977;3907;2017;Halvkombi;2;Volkswagen;E-golf;159900;0;35
7978;10053;2022;SUV;4;Volvo;XC40;369500;0;79
7979;2746;2023;SUV;2;Volvo;XC40;369500;0;67
7980;4180;2021;Halvkombi;2;Volkswagen;ID.3;245000;0;58
7981;759;2024;SUV;4;Mercedes-Benz;EQA;499000;0;67
7982;1;2025;SUV;4;BMW;iX2;629500;0;65
7983;739;2023;SUV;4;Subaru;Solterra;489500;1;73
7984;3265;2022;SUV;4;Audi;Q4;419000;1;77
7985;15944;2019;Sedan;4;Tesla;Model S;329000;0;95
7986;17466;2016;Halvkombi;2;Nissan;Leaf;55000;0;24
7987;1159;2025;SUV;4;Audi;Q6;875000;1;95
7988;3500;2022;Sedan;2;Tesla;Model 3;359900;0;60
7989;5342;2021;SUV;2;MG;ZS;249900;0;70
7990;4300;2021;SUV;2;MG;ZS;249000;0;70
7991;15900;2017;Sedan;2;Tesla;Model S;239500;0;73
7992;15429;2016;Sedan;4;Tesla;Model S;395000;0;86
7993;0;2025;SUV;2;Mercedes-Benz;EQA;588700;0;71
7994;10;2025;SUV;2;Skoda;Enyaq;659900;1;80
7995;16027;2017;Sedan;4;Tesla;Model S;259000;0;73
7996;8480;2020;Sedan;4;Tesla;Model 3;270000;0;75
7997;2545;2023;SUV;4;Skoda;Enyaq;569900;0;82
7998;5575;2021;SUV;4;Ford;Mustang;484500;0;91
7999;6588;2022;Kombi;4;Audi;E-tron;699000;0;85
8000;0;2024;Yrkesfordon;2;Renault;Trafic;694375;1;52
8001;2730;2023;Coupé;4;Volkswagen;ID.5;429900;1;77
8002;500;2023;Halvkombi;4;Smart;#1;479900;0;66
8003;5990;2023;SUV;2;Kia;Niro;329900;0;65
8004;7227;2023;SUV;4;BMW;iX1;558600;0;65
8005;835;2023;Halvkombi;2;Renault;Mégane;299500;0;40
8006;4332;2024;SUV;2;Kia;Niro;389900;1;65
8007;0;2023;Yrkesfordon;2;Ford;E-Transit;399900;0;67
8008;5060;2022;SUV;2;Kia;e-Niro;259900;0;64
8009;0;2025;SUV;2;Mini;Countryman;439900;0;65
8010;0;2025;SUV;2;Mini;Countryman;517261;0;65
8011;9350;2022;SUV;4;Skoda;Enyaq;419800;0;80
8012;2874;2021;Halvkombi;2;Mazda;MX-30;189900;0;30
8013;10850;2018;Halvkombi;2;Nissan;Leaf;127500;0;40
8014;730;2023;Halvkombi;2;Nissan;Leaf;218800;0;40
8015;630;2023;Halvkombi;2;Nissan;Leaf;218800;0;40
8016;0;2025;SUV;2;Mini;Countryman;439900;0;65
8017;0;2025;SUV;2;Mini;Countryman;517261;0;65
8018;5430;2018;Halvkombi;2;BMW;i3;194900;0;33
8019;9852;2022;SUV;4;Tesla;Model Y;399000;0;75
8020;14100;2018;Halvkombi;2;Nissan;Leaf;129900;0;40
8021;13730;2022;Halvkombi;2;Renault;Zoe;129900;0;52
8022;4297;2022;SUV;2;Kia;e-Niro;279700;0;64
8023;1600;2023;Sedan;4;Porsche;Taycan;1199900;1;84
8024;0;2025;SUV;2;Skoda;Elroq;534900;1;82
8025;5998;2022;SUV;2;Volvo;XC40;344900;1;67
8026;1;2024;SUV;4;Ford;Explorer;579900;0;78
8027;1500;2022;SUV;2;BYD;Atto 3;309900;0;60
8028;532;2023;Halvkombi;2;MG;MG4;334900;0;64
8029;2152;2022;SUV;2;Peugeot;e-2008;207900;0;50
8030;520;2023;SUV;4;Kia;EV6;649000;0;84
8031;1730;2023;SUV;2;Kia;Niro;379200;0;65
8032;2503;2023;SUV;2;Kia;Niro;369200;0;65
8033;1716;2023;SUV;2;Kia;Niro;379900;1;65
8034;1;2024;Familjebuss;4;Kia;EV9;877000;0;100
8035;1;2025;Familjebuss;2;Kia;EV9;689900;0;76
8036;5500;2022;Halvkombi;2;Renault;Zoe;179000;0;52
8037;2268;2024;SUV;2;Volvo;XC40;484500;0;79
8038;2800;2021;Halvkombi;2;Fiat;500e;184900;0;42
8039;9600;2019;Halvkombi;2;Volkswagen;E-golf;159900;0;35
8040;2400;2023;Sedan;4;Hyundai;Ioniq 6;449000;0;77
8041;6690;2020;Sedan;2;Tesla;Model 3;253900;0;55
8042;3939;2022;Halvkombi;2;Cupra;Born;264900;0;58
8043;1572;2024;Sedan;4;Porsche;Taycan;995000;0;84
8044;7730;2022;SUV;2;Kia;EV6;349900;0;77
8045;0;2025;SUV;2;Ford;Capri;494900;0;77
8046;0;2025;SUV;2;Ford;Capri;494900;0;77
8047;0;2025;SUV;2;Ford;Capri;494400;0;77
8048;0;2025;SUV;2;Ford;Explorer;469900;0;77
8049;0;2025;SUV;2;Ford;Explorer;469900;0;77
8050;0;2025;SUV;2;Ford;Explorer;469200;0;77
8051;0;2025;SUV;2;Ford;Explorer;469200;0;77
8052;0;2025;SUV;2;Ford;Explorer;469900;0;77
8053;5;2022;Kombi;2;MG;MG5;279900;0;61
8054;4750;2022;SUV;2;MG;Marvel R;269900;0;70
8055;0;2025;Familjebuss;2;Volkswagen;ID.Buzz;646900;1;77
8056;0;2025;Familjebuss;2;Volkswagen;ID.Buzz;749900;0;86
8057;0;2025;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;587497;0;77
8058;8400;2019;SUV;2;Kia;e-Niro;209000;0;64
8059;7500;2021;SUV;4;Tesla;Model Y;399900;0;75
8060;9291;2019;Halvkombi;2;BMW;i3;179900;0;42
8061;5412;2022;SUV;2;Kia;e-Niro;279000;0;64
8062;893;2023;SUV;4;Kia;EV6;599000;0;77
8063;1386;2023;SUV;4;Kia;EV6;579000;0;77
8064;4350;2021;SUV;2;Kia;e-Niro;289000;0;64
8065;6365;2022;SUV;4;Hyundai;Ioniq 5;399000;0;72
8066;7470;2021;SUV;4;Volkswagen;ID.4;374900;0;77
8067;9519;2017;Halvkombi;2;BMW;i3;149800;0;33
8068;4856;2023;Halvkombi;2;Audi;Q4;509000;1;77
8069;4641;2023;SUV;2;Kia;EV6;429000;1;77
8070;5669;2022;SUV;4;Volkswagen;ID.4;384900;0;77
8071;4424;2022;SUV;2;Kia;e-Niro;299000;0;64
8072;2418;2022;SUV;2;Kia;e-Niro;299000;0;64
8073;0;2023;Kombi;2;MG;MG5;289900;0;61
8074;5983;2022;SUV;4;Volkswagen;ID.4;384900;0;77
8075;4829;2021;SUV;2;MG;ZS;244900;0;70
8076;0;2025;Yrkesfordon;2;Fiat;E-Doblo;574875;0;50
8077;4885;2022;SUV;4;Volkswagen;ID.4;389900;0;77
8078;2930;2021;Halvkombi;2;Mazda;MX-30;185900;0;30
8079;9570;2020;Sedan;2;Tesla;Model 3;239900;1;55
8080;5459;2021;Sedan;2;Tesla;Model 3;289900;1;55
8081;242;2024;SUV;4;Mercedes-Benz;EQB;489800;0;67
8082;1712;2023;SUV;2;Volkswagen;ID.4;379900;0;77
8083;4312;2023;Halvkombi;2;Renault;Mégane;329900;0;60
8084;5274;2022;SUV;2;Kia;e-Niro;269900;0;64
8085;0;2024;Sedan;4;Mercedes-Benz;EQE;833850;0;89
8086;11936;2016;SUV;4;Tesla;Model X;429900;0;86
8087;3150;2022;Halvkombi;2;Renault;Zoe;154900;0;52
8088;700;2025;SUV;2;Mercedes-Benz;EQB;609900;0;71
8089;6537;2021;SUV;4;Tesla;Model Y;374000;1;75
8090;4300;2022;SUV;4;Tesla;Model Y;389900;0;75
8091;13800;2019;Sedan;4;Tesla;Model S;289900;0;73
8092;1250;2023;SUV;2;Hyundai;Ioniq 5;459900;0;77
8093;5782;2021;Halvkombi;2;Opel;Corsa-e;174900;0;50
8094;5884;2021;SUV;2;Opel;Mokka-E;199000;0;50
8095;4531;2023;SUV;2;Volvo;C40;399900;0;79
8096;5473;2022;Sedan;4;Tesla;Model 3;435000;0;75
8097;4851;2022;Halvkombi;2;Renault;Zoe;154900;0;52
8098;3689;2022;Halvkombi;2;Renault;Zoe;159900;0;52
8099;45;2025;Halvkombi;4;Volvo;EX30;489900;0;64
8100;6009;2022;Halvkombi;2;Renault;Zoe;144900;0;52
8101;16241;2021;Sedan;4;Tesla;Model S;379000;0;98
8102;765;2024;Halvkombi;2;Volvo;EX30;389900;0;64
8103;270;2025;SUV;2;Volvo;EC40;499900;0;79
8104;4450;2022;SUV;2;Kia;e-Niro;289000;0;64
8105;1;2025;SUV;2;Kia;EV6;539900;0;84
8106;0;2025;SUV;4;Volvo;EX40;589900;1;79
8107;2973;2022;SUV;4;Tesla;Model Y;449900;1;75
8108;0;2025;Halvkombi;2;Kia;EV3;552000;0;81
8109;0;2025;Halvkombi;2;Kia;EV3;552000;0;81
8110;0;2025;Halvkombi;2;Kia;EV3;473000;0;81
8111;0;2025;Halvkombi;2;Kia;EV3;473000;0;81
8112;8410;2022;SUV;2;Kia;e-Niro;289900;0;64
8113;3758;2022;SUV;4;MG;Marvel R;299900;0;70
8114;0;2024;SUV;4;Hongqi;E-HS9;799900;0;99
8115;4423;2022;Halvkombi;2;Nissan;Leaf;174900;0;40
8116;5062;2022;Halvkombi;2;Nissan;Leaf;189900;0;59
8117;3816;2022;SUV;2;Hyundai;Kona;199900;0;39
8118;10450;2019;Sedan;4;Tesla;Model 3;269900;0;76
8119;12101;2022;SUV;4;Tesla;Model Y;379000;0;75
8120;1871;2023;Familjebuss;2;Volkswagen;ID.Buzz;539900;1;77
8121;3300;2023;SUV;2;Volkswagen;ID.4;499000;1;77
8122;23733;2022;SUV;2;Skoda;Enyaq;164900;0;80
8123;5222;2022;SUV;2;Volkswagen;ID.4;339900;1;77
8124;14300;2020;Sedan;2;Tesla;Model 3;224900;1;55
8125;654;2024;SUV;2;Renault;Scénic;499000;0;87
8126;6027;2021;SUV;4;Ford;Mustang;359900;0;75
8127;1;2025;SUV;2;Kia;EV6;589900;0;84
8128;1;2025;SUV;4;Kia;EV6;669900;0;84
8129;1;2025;SUV;2;Kia;EV6;559900;0;84
8130;1;2025;Halvkombi;2;Kia;EV3;517900;0;81
8131;1;2025;Halvkombi;2;Kia;EV3;566900;0;81
8132;465;2022;Yrkesfordon;2;Maxus;e-Deliver 3;224900;0;50
8133;9500;2021;Småbil;2;Skoda;Citigo;139000;0;37
8134;0;2025;Halvkombi;2;Kia;EV3;539300;0;81
8135;13900;2022;Sedan;2;Polestar;2;259900;1;64
8136;5150;2023;SUV;2;Skoda;Enyaq;395000;0;80
8137;0;2025;Kombi;4;Audi;Q6;982300;1;95
8138;5400;2023;SUV;4;Audi;Q4;499000;1;77
8139;4215;2023;Halvkombi;2;Cupra;Born;329900;0;58
8140;4710;2023;Halvkombi;2;Cupra;Born;309900;0;58
8141;424;2025;Halvkombi;2;Volvo;EX30;359900;0;49
8142;200;2025;SUV;2;Opel;Grandland;589900;0;73
8143;5139;2021;SUV;2;MG;ZS;249900;0;70
8144;3000;2021;SUV;2;Kia;e-Niro;279900;0;64
8145;6640;2021;Halvkombi;2;Nissan;Leaf;201900;0;59
8146;9017;2021;Halvkombi;2;Volkswagen;ID.3;222900;0;58
8147;4952;2021;SUV;2;Hyundai;Kona;259900;0;64
8148;2100;2024;Sedan;2;Volkswagen;ID.7;579900;1;77
8149;8613;2022;SUV;4;Skoda;Enyaq;429000;1;80
8150;3159;2024;SUV;4;Volvo;XC40;539500;1;79
8151;2854;2023;Coupé;4;Skoda;Enyaq;499900;1;82
8152;1940;2022;SUV;2;Ford;Mustang;449000;0;75
8153;7259;2020;Halvkombi;2;Peugeot;e-208;168500;0;50
8154;4000;2022;SUV;4;Skoda;Enyaq;414900;0;80
8155;25894;2014;Sedan;2;Tesla;Model S;179000;0;81
8156;990;2024;Sedan;2;Volkswagen;ID.7;599000;0;77
8157;110;2023;Halvkombi;2;Cupra;Born;349000;0;58
8158;1850;2023;SUV;4;BMW;iX1;495000;0;65
8159;1600;2023;SUV;4;BMW;iX1;480000;0;65
8160;1190;2024;Sedan;4;BMW;i5;899000;0;81
8161;650;2024;SUV;4;Toyota;bZ4X;559000;0;71
8162;2264;2022;SUV;2;MG;ZS;259900;0;70
8163;308;2023;Yrkesfordon;2;Mercedes-Benz;eCitan;399000;0;45
8164;645;2024;SUV;2;Kia;Niro;389900;0;65
8165;1669;2024;Sedan;2;Volkswagen;ID.7;549900;1;77
8166;4999;2020;Yrkesfordon;2;Volkswagen;e-Caddy;124900;1;37
8167;4651;2022;SUV;2;MG;ZS;244900;0;70
8168;2241;2023;SUV;2;Mercedes-Benz;EQA;399800;0;70
8169;75;2024;Yrkesfordon;2;Citroën;e-jumpy;623750;0;75
8170;5669;2022;SUV;4;Volkswagen;ID.4;369900;1;77
8171;3431;2021;Halvkombi;2;Peugeot;e-208;185900;0;50
8172;12468;2020;Sedan;4;Tesla;Model 3;259900;1;74
8173;2794;2022;SUV;2;Hyundai;Kona;208900;0;39
8174;11756;2020;Sedan;4;Tesla;Model 3;269900;1;74
8175;2871;2022;SUV;2;Peugeot;e-2008;204900;0;50
8176;6700;2023;Sedan;2;Polestar;2;370900;0;78
8177;4920;2022;SUV;4;Audi;E-tron;549900;0;87
8178;940;2023;SUV;4;Volkswagen;ID.4;449900;1;77
8179;4400;2022;SUV;4;Skoda;Enyaq;445000;0;80
8180;326;2022;Halvkombi;2;Mazda;MX-30;239000;0;30
8181;2273;2024;SUV;2;Volvo;XC40;499000;0;79
8182;10279;2022;SUV;4;Volvo;XC40;369500;0;79
8183;2199;2023;Coupé;2;Volkswagen;ID.5;359900;0;77
8184;3965;2022;SUV;4;Volkswagen;ID.4;379900;1;77
8185;2358;2023;Coupé;2;Volkswagen;ID.5;359900;0;77
8186;0;2024;SUV;2;Nissan;Ariya;552200;0;63
8187;4706;2021;Halvkombi;2;Opel;Corsa-e;194800;0;50
8188;4397;2021;SUV;2;Peugeot;e-2008;189990;0;50
8189;2300;2021;SUV;2;Opel;Mokka-E;199000;0;50
8190;6849;2022;SUV;4;Skoda;Enyaq;419900;1;80
8191;8456;2021;SUV;4;Audi;E-tron;339990;1;65
8192;5200;2021;Sedan;2;Tesla;Model 3;260000;1;55
8193;3356;2023;SUV;4;Volvo;XC40;455000;0;79
8194;700;2023;SUV;4;Audi;Q4;479500;1;77
8195;5803;2022;SUV;4;Tesla;Model Y;419000;0;75
8196;1894;2023;SUV;2;Honda;e:Ny1;349900;0;69
8197;9813;2017;Halvkombi;2;BMW;i3;179800;0;33
8198;9261;2021;SUV;4;Mercedes-Benz;EQC;425900;1;80
8199;1850;2024;SUV;4;Audi;Q8;789000;0;106
8200;0;2025;Halvkombi;2;Hyundai;Inster;349900;0;49
8201;1;2025;SUV;2;Volvo;EX40;519000;0;79
8202;1734;2024;Sedan;2;Tesla;Model 3;430000;1;60
8203;2;2025;Halvkombi;2;Kia;EV3;504000;0;81
8204;2;2024;Familjebuss;4;Kia;EV9;807900;0;100
8205;2;2025;SUV;4;Kia;EV6;676400;0;84
8206;2;2025;SUV;2;Kia;EV6;577100;0;84
8207;2;2025;SUV;4;Kia;EV6;577100;0;84
8208;1;2024;SUV;4;Kia;EV6;649000;0;84
8209;11400;2018;SUV;4;Tesla;Model X;550000;1;95
8210;0;2025;SUV;4;Skoda;Enyaq;593400;0;82
8211;0;2025;Halvkombi;2;Mini;Aceman;485661;0;49
8212;0;2025;Halvkombi;2;Mini;Aceman;423800;0;49
8213;0;2025;Halvkombi;2;Mini;Cooper;446800;0;49
8214;0;2025;Halvkombi;2;Mini;Cooper;417800;0;49
8215;1675;2021;Halvkombi;2;BMW;i3;279800;0;42
8216;3886;2022;Halvkombi;2;Mini;Cooper;189500;0;29
8217;1999;2019;Yrkesfordon;2;Renault;Kangoo;109800;0;33
8218;823;2025;SUV;4;Volvo;EC40;579000;0;79
8219;300;2023;Yrkesfordon;2;Mercedes-Benz;eVito;399000;0;60
8220;9100;2019;Yrkesfordon;2;Nissan;e-NV200;155000;0;40
8221;0;2025;Halvkombi;2;Mini;Aceman;485661;0;49
8222;0;2025;Halvkombi;2;Mini;Aceman;423800;0;49
8223;0;2025;Halvkombi;2;Mini;Cooper;446800;0;49
8224;0;2025;Halvkombi;2;Mini;Cooper;417800;0;49
8225;5380;2021;Halvkombi;2;Fiat;500e;189900;0;42
8226;6404;2022;Halvkombi;2;Volkswagen;ID.3;259900;0;58
8227;8260;2021;SUV;2;Volkswagen;ID.4;279900;1;58
8228;2800;2022;SUV;2;Volkswagen;ID.4;344900;0;77
8229;150;2024;SUV;4;Volkswagen;ID.4;539900;1;77
8230;2900;2023;Familjebuss;2;Volkswagen;ID.Buzz;515000;0;77
8231;3300;2021;SUV;2;Peugeot;e-2008;224500;0;50
8232;4400;2021;Halvkombi;2;Mazda;MX-30;169500;0;30
8233;4600;2021;Halvkombi;2;Mazda;MX-30;169500;0;30
8234;5740;2022;Sedan;2;Polestar;2;324900;1;64
8235;0;2025;Kombi;2;Volkswagen;ID.7;699900;1;86
8236;9765;2012;Halvkombi;2;Nissan;Leaf;49500;0;24
8237;5780;2022;SUV;2;Skoda;Enyaq;404900;1;80
8238;0;2025;Halvkombi;2;Kia;EV3;559900;0;81
8239;0;2025;Halvkombi;2;Kia;EV3;559900;0;81
8240;0;2023;Kombi;2;MG;MG5;307490;0;61
8241;1;2024;SUV;4;Ford;Explorer;579900;1;78
8242;0;2024;SUV;4;Mercedes-Benz;EQE;976700;0;96
8243;10299;2018;SUV;4;Tesla;Model X;399000;1;95
8244;6039;2021;SUV;2;Ford;Mustang;354900;0;91
8245;10500;2019;Sedan;4;Tesla;Model S;359000;0;95
8246;1988;2021;Yrkesfordon;2;Nissan;e-NV200;198700;0;40
8247;4400;2022;SUV;2;Kia;e-Niro;279900;0;64
8248;7000;2022;Sedan;4;Porsche;Taycan;729000;0;84
8249;3938;2021;Halvkombi;2;Opel;Corsa-e;249900;0;50
8250;8600;2021;Halvkombi;2;Volkswagen;ID.3;239500;0;58
8251;7215;2022;SUV;2;Kia;e-Niro;299900;0;64
8252;4030;2022;SUV;4;MG;Marvel R;279900;0;70
8253;4500;2021;Halvkombi;2;Volkswagen;ID.3;249900;0;58
8254;3830;2022;SUV;2;Hyundai;Ioniq 5;329900;0;72
8255;0;2025;Halvkombi;2;Hyundai;Inster;358800;0;49
8256;3454;2023;SUV;4;Tesla;Model X;1039000;1;95
8257;2059;2016;Halvkombi;2;Renault;Zoe;98800;0;22
8258;5414;2021;Yrkesfordon;2;Maxus;e-Deliver 3;199400;0;50
8259;0;2024;Yrkesfordon;2;Renault;Kangoo;529900;0;45
8260;630;2022;Yrkesfordon;2;Maxus;e-Deliver 3;189000;0;50
8261;20800;2020;Sedan;4;Tesla;Model S;299900;0;95
8262;0;2025;SUV;2;Nissan;Ariya;562200;0;87
8263;0;2025;SUV;2;Mercedes-Benz;EQA;590600;0;71
8264;2180;2022;SUV;2;BYD;Atto 3;289900;0;60
8265;1144;2023;SUV;2;BYD;Atto 3;299900;0;60
8266;1600;2019;Halvkombi;2;Nissan;Leaf;169900;0;40
8267;3955;2021;Halvkombi;2;Mini;Cooper;195000;0;29
8268;0;2025;Kombi;2;BMW;i5;689600;1;81
8269;6383;2022;Halvkombi;2;Nissan;Leaf;219900;0;40
8270;0;2025;Yrkesfordon;2;Ford;E-Transit;624875;0;74
8271;7833;2022;SUV;4;Volvo;C40;379800;1;79
8272;6250;2022;SUV;4;Volkswagen;ID.4;337000;1;77
8273;0;2024;Familjebuss;2;Mercedes-Benz;eVito Tourer;686250;0;90
8274;0;2023;Yrkesfordon;2;Mercedes-Benz;eVito;536250;0;60
8275;7047;2022;SUV;4;Skoda;Enyaq;413900;1;80
8276;1458;2022;SUV;2;BYD;Atto 3;289900;0;60
8277;1200;2021;Halvkombi;2;Fiat;500e;199900;0;42
8278;6672;2022;SUV;2;Kia;e-Niro;274800;0;64
8279;4577;2023;SUV;4;Mercedes-Benz;EQB;449000;0;67
8280;3539;2022;SUV;2;Mercedes-Benz;EQA;449000;1;70
8281;2072;2023;SUV;2;Kia;Niro;369000;0;65
8282;6209;2022;Sedan;2;Mercedes-Benz;EQS;645900;0;108
8283;5792;2023;SUV;2;Kia;Niro;349000;0;65
8284;10328;2020;Sedan;2;Tesla;Model 3;227900;1;55
8285;974;2022;Yrkesfordon;2;Mercedes-Benz;eVito;450000;0;60
8286;3296;2024;SUV;4;Audi;Q8;673900;1;106
8287;6930;2022;SUV;4;Kia;EV6;451900;1;77
8288;3650;2021;SUV;2;Peugeot;e-2008;219900;0;50
8289;745;2024;SUV;4;Porsche;Macan;1095000;0;95
8290;3420;2016;Halvkombi;2;Renault;Zoe;89800;0;22
8291;0;2025;Yrkesfordon;2;Mercedes-Benz;eCitan;537375;0;45
8292;1522;2023;Halvkombi;2;Nissan;Leaf;189900;0;40
8293;4198;2022;SUV;2;Kia;e-Niro;289800;0;64
8294;0;2025;Halvkombi;2;Hyundai;Inster;299900;0;42
8295;0;2025;Halvkombi;2;Hyundai;Inster;319900;0;42
8296;0;2025;Halvkombi;2;Hyundai;Inster;329900;0;49
8297;0;2025;Halvkombi;2;Hyundai;Inster;349900;0;49
8298;2000;2020;SUV;2;Peugeot;e-2008;209900;0;50
8299;5784;2021;Halvkombi;2;Opel;Corsa-e;174900;0;50
8300;8300;2021;Halvkombi;2;Volkswagen;ID.3;219900;0;58
8301;2870;2023;SUV;2;Kia;Niro;389800;0;65
8302;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;799000;1;81
8303;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;836250;1;81
8304;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;848750;1;81
8305;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;848750;1;81
8306;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;848750;0;81
8307;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;848750;1;81
8308;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;848750;0;81
8309;0;2025;Yrkesfordon;2;Mercedes-Benz;eSprinter ;973750;1;113
8310;940;2024;SUV;4;Porsche;Macan;1095000;1;95
8311;2147;2023;Familjebuss;2;Volkswagen;ID.Buzz;499900;0;77
8312;7970;2018;Halvkombi;2;BMW;i3;167000;0;33
8313;7970;2018;Halvkombi;2;BMW;i3;167000;0;33
8314;4470;2021;Halvkombi;2;Kia;e-Soul;179900;0;39
8315;5800;2021;Familjebuss;2;Mercedes-Benz;EQV;499900;0;90
8316;9973;2022;Coupé;2;Volkswagen;ID.5;329900;1;77
8317;1350;2022;Halvkombi;2;Nissan;Leaf;427800;0;40
8318;5848;2022;SUV;4;MG;Marvel R;289900;0;70
8319;3913;2021;SUV;4;Audi;E-tron;434900;0;87
