Nyckel;Miltal;MY;Kaross;Drift;Märke;Modell;Pris;Dragkrok;Batteristorlek
2677;7200;2022;SUV;4;Kia;EV6;469900;0;77
2678;8453;2022;SUV;4;Tesla;Model Y;359800;1;75
2679;2500;2022;SUV;2;Hyundai;Ioniq 5;479900;0;72
2680;5899;2022;Halvkombi;2;Nissan;Leaf;219900;0;59
2681;3528;2023;SUV;2;Mercedes-Benz;EQA;425000;0;70
2682;4043;2022;SUV;2;Kia;e-Niro;289000;0;64
2683;20052;2020;Sedan;4;Tesla;Model 3;242000;0;76
2684;2556;2022;SUV;2;Volkswagen;ID.4;344900;0;77
2685;10480;2020;SUV;2;Hyundai;Kona;179900;0;64
2686;0;2025;SUV;4;Kia;EV6;653568;0;84
2687;4100;2022;Sedan;2;Mercedes-Benz;EQS;648000;1;91
2688;2170;2023;SUV;4;Mercedes-Benz;EQS;1299000;0;108
2689;0;2025;SUV;4;Kia;EV6;612168;0;84
2690;0;2025;SUV;4;Kia;EV6;674636;0;84
2691;0;2025;Familjebuss;4;Kia;EV9;770800;0;100
2692;2416;2022;Halvkombi;2;Renault;Zoe;169900;0;52
2693;4600;2022;Yrkesfordon;2;Opel;Vivaro;373500;0;75
2694;10426;2020;Sedan;2;Hyundai;Ioniq;165000;0;38
2695;5514;2022;SUV;2;Volvo;XC40;354000;0;67
2696;7293;2022;SUV;2;Kia;EV6;369000;0;77
2697;1450;2023;SUV;2;BYD;Atto 3;299900;0;60
2698;749;2025;SUV;4;Kia;EV6;639900;0;84
2699;5470;2023;SUV;2;Volvo;XC40;369800;0;67
2700;2497;2023;SUV;2;Kia;Niro;329700;0;65
2701;3590;2022;Sedan;2;Tesla;Model 3;309800;0;60
2702;7117;2020;Halvkombi;2;Renault;Zoe;138800;0;52
2703;8341;2019;SUV;4;Jaguar;I-Pace;349900;0;90
2704;0;2025;Sedan;4;BMW;i4;806400;1;81
2705;15950;2019;SUV;4;Audi;E-tron;319500;0;87
2706;2880;2023;Coupé;4;Skoda;Enyaq;499900;0;82
2707;3348;2019;Yrkesfordon;2;Renault;Kangoo;102000;0;44
2708;2626;2021;Halvkombi;2;Nissan;Leaf;189800;0;40
2709;1;2025;Halvkombi;2;Kia;EV3;397283;1;58
2710;500;2025;SUV;2;Mercedes-Benz;EQA;509000;0;71
2711;0;2025;Kombi;4;Audi;Q4;724100;0;77
2712;7145;2014;Halvkombi;2;BMW;i3;119700;0;22
2713;1051;2021;Yrkesfordon;2;Maxus;e-Deliver 9;400000;0;89
2714;0;2023;Pickup;2;Maxus;T90;519900;0;89
2715;2839;2022;SUV;4;BMW;iX;574500;0;71
2716;1408;2024;Halvkombi;2;Volvo;EX30;384900;0;64
2717;1640;2024;SUV;4;Skoda;Enyaq;589000;1;82
2718;3652;2022;SUV;2;Kia;EV6;374700;0;77
2719;9711;2021;SUV;2;Skoda;Enyaq;299900;1;80
2720;3687;2023;SUV;2;Skoda;Enyaq;454900;1;80
2721;6445;2023;SUV;4;Skoda;Enyaq;494900;1;80
2722;1933;2024;SUV;2;Kia;Niro;389000;0;65
2723;4091;2023;Halvkombi;2;Cupra;Born;289900;0;58
2724;1401;2023;Halvkombi;2;Cupra;Born;309900;0;58
2725;6042;2023;Halvkombi;2;Cupra;Born;259900;0;58
2726;1424;2023;Halvkombi;2;Cupra;Born;309900;0;58
2727;4816;2022;Halvkombi;2;Cupra;Born;304900;0;58
2728;2582;2022;Halvkombi;2;Cupra;Born;299900;0;58
2729;1689;2023;Familjebuss;2;Volkswagen;ID.Buzz;559000;0;77
2730;370;2021;Halvkombi;2;Nissan;Leaf;179900;0;40
2731;8607;2020;Sedan;4;Tesla;Model 3;299900;1;76
2732;4000;2023;Coupé;4;Skoda;Enyaq;529900;0;82
2733;2;2023;Yrkesfordon;2;Maxus;e-Deliver 3;225900;0;50
2734;6495;2021;SUV;2;Kia;e-Niro;249000;0;64
2735;4063;2021;SUV;2;Volkswagen;ID.4;308900;0;77
2736;2436;2022;SUV;4;BMW;iX;558700;1;71
2737;2491;2022;Halvkombi;2;Cupra;Born;268900;0;58
2738;4233;2022;Halvkombi;2;Peugeot;e-208;199900;1;50
2739;2134;2022;SUV;2;Hyundai;Kona;209900;0;39
2740;2440;2023;SUV;4;Toyota;bZ4X;449900;0;71
2741;5970;2022;Sedan;2;Mercedes-Benz;EQS;639000;0;91
2742;800;2025;SUV;4;Mercedes-Benz;EQE;798000;0;91
2743;5495;2022;Halvkombi;2;Renault;Mégane;285000;1;60
2744;0;2024;SUV;4;BYD;Tang;799900;0;109
2745;2106;2022;SUV;2;BYD;Atto 3;319900;0;60
2746;3581;2023;SUV;2;Kia;Niro;349000;0;65
2747;3405;2023;SUV;4;BMW;iX1;439000;0;65
2748;4238;2022;SUV;2;Kia;e-Niro;279900;0;64
2749;9450;2016;Halvkombi;2;Nissan;Leaf;92000;0;30
2750;2918;2023;SUV;2;Kia;EV6;459300;0;77
2751;2650;2023;Coupé;4;Volkswagen;ID.5;469900;0;77
2752;2770;2022;Halvkombi;2;Volkswagen;ID.3;259500;1;58
2753;3850;2022;SUV;4;Tesla;Model Y;384900;1;75
2754;1;2024;Yrkesfordon;2;DFSK;EC75;463900;0;50
2755;582;2024;Halvkombi;2;Mini;Cooper;349900;0;37
2756;122;2024;Halvkombi;2;Mini;Cooper;434900;0;49
2757;710;2024;Halvkombi;2;Mini;Cooper;349900;0;37
2758;101;2024;SUV;2;Mini;Countryman;414900;1;65
2759;187;2024;Halvkombi;2;Mini;Cooper;429900;0;49
2760;103;2024;Halvkombi;2;Mini;Cooper;399900;0;49
2761;474;2024;SUV;4;Mini;Countryman;489900;1;65
2762;208;2024;SUV;2;Mini;Countryman;404900;1;65
2763;257;2024;Halvkombi;2;Mini;Cooper;399900;0;49
2764;2075;2024;SUV;4;Kia;EV6;569900;0;77
2765;0;2025;SUV;2;Porsche;Macan;1103000;1;95
2766;0;2025;SUV;4;Porsche;Macan;1311600;1;95
2767;5968;2022;SUV;2;Volvo;XC40;389000;0;67
2768;4074;2022;SUV;2;Ford;Mustang;439000;0;91
2769;1762;2024;SUV;2;Volvo;XC40;399900;0;67
2770;1981;2024;SUV;4;Volvo;C40;479000;1;79
2771;2907;2023;SUV;2;Volvo;XC40;389900;0;67
2772;4398;2023;SUV;4;Volvo;XC40;459900;1;79
2773;7900;2021;SUV;2;Volkswagen;ID.4;299000;1;77
2774;4924;2022;SUV;4;Audi;E-tron;434900;0;87
2775;6713;2021;Sedan;4;Porsche;Taycan;725000;0;84
2776;4914;2022;Halvkombi;2;Renault;Zoe;164900;0;52
2777;7150;2022;SUV;4;Tesla;Model Y;349500;1;75
2778;2850;2020;Halvkombi;2;Volkswagen;E-golf;209900;0;35
2779;4062;2021;Halvkombi;2;Fiat;500e;159900;0;42
2780;4487;2021;Halvkombi;2;Fiat;500e;159900;0;42
2781;600;2024;SUV;2;Renault;Scénic;519000;0;87
2782;1;2024;SUV;2;Renault;Scénic;592600;0;87
2783;10;2024;Halvkombi;2;Renault;Mégane;429900;0;60
2784;3860;2023;Sedan;4;Tesla;Model S;819000;0;98
2785;3260;2023;Sedan;2;Porsche;Taycan;759900;0;84
2786;2686;2021;Yrkesfordon;2;Nissan;e-NV200;179800;0;40
2787;4177;2022;SUV;2;Kia;e-Niro;279900;0;64
2788;0;2024;SUV;2;Kia;Niro;379000;0;65
2789;19300;2021;Sedan;4;Tesla;Model 3;220000;0;75
2790;4160;2023;SUV;2;Volkswagen;ID.4;359900;1;77
2791;700;2024;SUV;2;Peugeot;e-3008;499900;0;73
2792;7595;2021;SUV;4;Tesla;Model Y;359800;1;75
2793;0;2025;SUV;2;Renault;Scénic;440900;0;60
2794;4313;2022;Halvkombi;2;Cupra;Born;279000;0;58
2795;1000;2023;Halvkombi;2;Nissan;Leaf;214800;0;40
2796;2;2024;SUV;4;BMW;iX1;579800;1;65
2797;1099;2023;Halvkombi;2;Nissan;Leaf;214800;0;40
2798;0;2025;Sedan;2;BMW;i4;769800;1;81
2799;2;2025;Kombi;2;BMW;i5;749800;1;81
2800;537;2023;SUV;2;Honda;e:Ny1;389800;0;69
2801;9;2024;SUV;2;Volvo;XC40;529000;0;79
2802;5300;2022;SUV;2;Volvo;XC40;369900;0;67
2803;2188;2024;SUV;2;Volvo;XC40;468800;1;79
2804;500;2024;Coupé;4;XPENG;G6;590500;1;88
2805;1;2023;Halvkombi;2;Fiat;500e;354900;0;42
2806;2983;2022;SUV;2;Kia;EV6;409900;1;77
2807;7606;2022;SUV;4;Volkswagen;ID.4;349000;1;77
2808;11470;2021;Sedan;4;Polestar;2;339000;1;78
2809;15715;2018;Halvkombi;2;Volkswagen;E-golf;125000;0;35
2810;1450;2023;Yrkesfordon;2;Opel;Combo-E;349875;1;50
2811;3748;2023;Sedan;4;Tesla;Model 3;409000;0;75
2812;1300;2025;SUV;2;Volvo;EX40;549900;0;79
2813;2592;2021;SUV;2;Kia;e-Niro;278000;0;64
2814;685;2022;Yrkesfordon;2;Maxus;e-Deliver 3;229000;0;50
2815;799;2024;Halvkombi;4;Volvo;EX30;489000;0;64
2816;2976;2024;Sedan;4;BMW;i4;699800;1;81
2817;1654;2024;SUV;2;Volvo;XC40;459800;1;79
2818;945;2024;Halvkombi;2;Volvo;EX30;409000;0;64
2819;1648;2023;Halvkombi;2;MG;MG4;219500;0;51
2820;3490;2022;Kombi;2;MG;MG5;199900;0;51
2821;8499;2022;Sedan;2;Polestar;2;319000;0;64
2822;752;2025;SUV;4;Volvo;EC40;639000;0;79
2823;643;2024;SUV;2;Volvo;XC40;509000;0;79
2824;2474;2022;Halvkombi;2;Peugeot;e-208;189900;0;50
2825;2787;2024;Sedan;4;Tesla;Model 3;519900;1;75
2826;415;2022;Pickup;2;Maxus;T90;419000;0;89
2827;4041;2023;SUV;4;BMW;iX1;519900;0;65
2828;1800;2022;SUV;2;Maxus;Euniq 6;339000;0;70
2829;3764;2023;SUV;2;Volvo;XC40;399000;1;67
2830;0;2025;SUV;4;Audi;Q4;682300;0;77
2831;1;2025;SUV;4;Kia;EV6;669900;0;84
2832;1;2025;SUV;2;Kia;EV6;649900;0;84
2833;521;2022;Yrkesfordon;2;Maxus;e-Deliver 3;259000;0;50
2834;1;2024;Familjebuss;4;Kia;EV9;869798;0;100
2835;1;2024;Familjebuss;4;Kia;EV9;807000;0;100
2836;1;2025;Halvkombi;2;Kia;EV3;486900;0;81
2837;1;2025;Halvkombi;2;Kia;EV3;517900;0;81
2838;1;2025;Halvkombi;2;Kia;EV3;566900;0;81
2839;0;2025;SUV;4;Audi;Q4;748300;0;77
2840;640;2024;Sedan;4;Mercedes-Benz;EQE;639900;0;89
2841;5746;2021;SUV;2;Skoda;Enyaq;369000;1;80
2842;2080;2022;Halvkombi;2;Peugeot;e-208;194900;0;50
2843;0;2025;SUV;4;Audi;Q4;720400;0;77
2844;2700;2023;Sedan;4;Hyundai;Ioniq 6;499900;0;77
2845;4413;2022;SUV;2;Kia;e-Niro;329900;0;64
2846;9124;2021;Sedan;2;Porsche;Taycan;649000;0;84
2847;11215;2020;SUV;4;Mercedes-Benz;EQC;379000;0;80
2848;120;2023;SUV;2;Mercedes-Benz;EQA;449800;0;70
2849;760;2024;Halvkombi;2;Volvo;EX30;419900;1;64
2850;3386;2022;Sedan;4;Porsche;Taycan;849000;0;84
2851;4350;2022;Halvkombi;2;Renault;Zoe;169000;0;52
2852;4449;2022;Halvkombi;2;Renault;Zoe;149900;0;52
2853;102;2025;SUV;2;Volvo;EC40;499000;0;79
2854;0;2025;Halvkombi;2;Volvo;EX30;479900;0;64
2855;8202;2023;SUV;4;Volvo;XC40;469900;1;79
2856;16772;2020;SUV;4;Audi;E-tron;279900;0;65
2857;3;2025;SUV;4;Volvo;EX90;1199900;1;107
2858;4950;2020;Sedan;4;Tesla;Model 3;299900;1;74
2859;4100;2023;Sedan;4;Tesla;Model 3;439000;0;75
2860;3070;2022;SUV;2;Kia;e-Niro;299000;0;64
2861;17446;2012;Halvkombi;2;Nissan;Leaf;49900;0;24
2862;2909;2021;SUV;4;Ford;Mustang;404500;0;75
2863;3940;2022;SUV;4;MG;Marvel R;279900;0;70
2864;1;2026;SUV;4;Mercedes-Benz;EQE;904000;0;96
2865;1670;2023;Halvkombi;2;MG;MG4;239900;0;51
2866;999;2025;SUV;4;Kia;EV6;624900;1;84
2867;2605;2022;SUV;4;Ford;Mustang;389900;1;75
2868;1870;2021;Halvkombi;2;Fiat;500e;169900;0;42
2869;2605;2022;Kombi;2;MG;MG5;229900;0;61
2870;6930;2021;SUV;4;Tesla;Model Y;344900;0;75
2871;9292;2022;Sedan;2;Polestar;2;329900;0;78
2872;4975;2023;SUV;2;Skoda;Enyaq;454900;1;80
2873;0;2025;SUV;4;Volkswagen;ID.4;751800;1;77
2874;1482;2024;Sedan;4;BMW;i5;849900;1;81
2875;4218;2023;SUV;4;Tesla;Model Y;419700;0;75
2876;3995;2023;Halvkombi;2;Nissan;Leaf;268900;0;59
2877;0;2025;Halvkombi;2;Kia;EV3;428900;0;58
2878;0;2025;SUV;2;Volvo;EX40;579900;0;79
2879;0;2025;SUV;2;Volvo;EX40;549900;0;79
2880;0;2025;SUV;2;Volvo;EX40;579900;0;79
2881;1816;2021;SUV;4;Ford;Mustang;559900;0;91
2882;4572;2019;Yrkesfordon;2;Volkswagen;e-Crafter;196800;0;35
2883;9056;2019;Sedan;4;Tesla;Model 3;299900;0;76
2884;148;2024;Halvkombi;2;Mini;Cooper;424900;0;49
2885;7670;2019;Halvkombi;2;Volkswagen;E-golf;159900;0;35
2886;2921;2021;Halvkombi;2;Citroën;e-C4;219700;0;50
2887;0;2026;SUV;2;Volvo;EX40;579900;0;79
2888;680;2022;Pickup;2;Maxus;T90;419000;0;89
2889;0;2024;SUV;2;Alfa Romeo;Junior;516800;0;54
2890;11700;2020;Halvkombi;2;Renault;Zoe;130000;0;52
2891;8000;2022;SUV;2;Skoda;Enyaq;359000;1;82
2892;5600;2022;Yrkesfordon;2;Peugeot;e-Partner;262375;1;50
2893;0;2024;SUV;4;Hyundai;Ioniq 5;549900;0;77
2894;0;2024;SUV;4;Hyundai;Ioniq 5;559900;0;77
2895;0;2024;SUV;4;Hyundai;Ioniq 5;539900;0;77
2896;1000;2022;Halvkombi;2;Mazda;MX-30;199900;0;30
2897;2206;2022;SUV;2;BYD;Atto 3;279900;0;60
2898;1750;2022;SUV;2;BYD;Atto 3;279900;0;60
2899;2945;2021;SUV;2;MG;ZS;249900;0;70
2900;0;2025;SUV;2;Hongqi;E-HS7;691000;0;85
2901;1134;2023;Sedan;4;Mercedes-Benz;EQS;999000;0;108
2902;9567;2023;SUV;2;Mercedes-Benz;EQA;329000;1;70
2903;7100;2022;SUV;2;MG;ZS;239900;0;70
2904;8700;2022;SUV;4;Jaguar;I-Pace;479900;0;90
2905;5082;2022;SUV;2;Kia;e-Niro;279900;0;64
2906;3751;2022;Kombi;2;MG;MG5;224900;0;61
2907;4180;2022;Kombi;2;MG;MG5;224900;0;61
2908;4282;2022;Kombi;2;MG;MG5;224900;0;61
2909;350;2024;SUV;4;BYD;Tang;699700;1;109
2910;5749;2021;SUV;4;Audi;E-tron;429000;0;87
2911;0;2024;Halvkombi;4;Mini;Cooper;488300;0;49
2912;1565;2022;Halvkombi;2;Cupra;Born;299900;0;58
2913;2480;2023;SUV;4;Volkswagen;ID.4;434900;0;77
2914;1328;2022;Halvkombi;2;Ora;Funky Cat;165000;0;48
2915;1003;2024;SUV;4;BMW;iX1;529000;0;65
2916;794;2024;SUV;4;BMW;iX1;529000;0;65
2917;1851;2024;Sedan;4;BMW;i7;1595000;0;102
2918;1625;2024;SUV;4;BMW;iX1;599000;0;65
2919;1140;2024;SUV;4;BMW;iX1;559000;0;65
2920;799;2024;SUV;4;BMW;iX2;569000;1;65
2921;5903;2022;Halvkombi;2;Mini;Cooper;199000;0;29
2922;2028;2023;SUV;4;BMW;iX1;475000;0;65
2923;1785;2023;SUV;4;BMW;iX1;559000;0;65
2924;3961;2022;SUV;2;Peugeot;e-2008;194900;1;50
2925;1;2025;Kombi;2;Volkswagen;ID.7;686700;1;77
2926;6099;2021;Sedan;4;Polestar;2;369900;1;78
2927;2576;2023;Sedan;2;Polestar;2;389900;0;78
2928;17979;2021;Sedan;4;Tesla;Model S;349800;0;98
2929;3178;2021;SUV;2;Peugeot;e-2008;199900;1;50
2930;4910;2021;SUV;2;Peugeot;e-2008;194900;1;50
2931;695;2024;SUV;2;BMW;iX3;639500;0;74
2932;6268;2021;SUV;2;Peugeot;e-2008;204900;0;50
2933;3600;2021;SUV;2;Peugeot;e-2008;199900;0;50
2934;4835;2021;SUV;2;Peugeot;e-2008;189900;0;50
2935;8397;2021;SUV;2;Peugeot;e-2008;174900;0;50
2936;3200;2021;SUV;2;Peugeot;e-2008;199900;0;50
2937;4618;2022;SUV;2;Peugeot;e-2008;194900;0;50
2938;9399;2021;SUV;2;Peugeot;e-2008;189900;0;50
2939;4746;2022;SUV;2;Peugeot;e-2008;214900;0;50
2940;0;2025;SUV;2;Volvo;EX40;499000;1;79
2941;3809;2022;SUV;2;Peugeot;e-2008;194900;0;50
2942;3375;2022;SUV;2;Peugeot;e-2008;192900;0;50
2943;12190;2018;Halvkombi;2;Nissan;Leaf;124900;0;40
2944;4334;2022;SUV;2;Peugeot;e-2008;189900;0;50
2945;4485;2022;Halvkombi;2;Peugeot;e-208;199900;0;50
2946;4220;2022;Halvkombi;2;Peugeot;e-208;174900;0;50
2947;3750;2022;Halvkombi;2;Peugeot;e-208;169900;0;50
2948;4488;2022;Halvkombi;2;Peugeot;e-208;179900;0;50
2949;3342;2021;Halvkombi;2;Peugeot;e-208;204900;1;50
2950;4708;2021;Halvkombi;2;Peugeot;e-208;199900;0;50
2951;2307;2022;Halvkombi;2;Peugeot;e-208;199900;0;50
2952;2835;2022;Halvkombi;2;Peugeot;e-208;209900;0;50
2953;3500;2022;Halvkombi;2;Peugeot;e-208;204900;0;50
2954;2795;2022;Halvkombi;2;Peugeot;e-208;209900;0;50
2955;4577;2021;Halvkombi;2;Peugeot;e-208;199900;0;50
2956;3923;2021;Halvkombi;2;Peugeot;e-208;204900;0;50
2957;4018;2021;Halvkombi;2;Peugeot;e-208;199900;0;50
2958;5080;2022;SUV;2;Peugeot;e-2008;184900;0;50
2959;1000;2024;SUV;2;XPENG;G9;720176;1;93
2960;1;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
2961;7497;2022;Sedan;2;Mercedes-Benz;EQE;499000;0;91
2962;979;2024;Sedan;4;Polestar;2;599900;1;78
2963;2167;2022;Sedan;4;Mercedes-Benz;EQE;779000;0;91
2964;1;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
2965;2960;2023;SUV;2;Tesla;Model Y;375000;1;60
2966;6841;2023;SUV;2;Volvo;XC40;364900;1;67
2967;1882;2023;SUV;2;Volvo;XC40;394000;0;67
2968;0;2025;SUV;2;Volvo;EX40;559900;0;79
2969;2523;2023;SUV;4;Audi;Q4;539900;1;77
2970;7009;2022;SUV;4;Audi;Q4;439900;1;77
2971;3899;2023;Coupé;4;Volkswagen;ID.5;459900;1;77
2972;717;2025;SUV;4;Mercedes-Benz;EQA;499800;0;67
2973;1;2023;SUV;4;Hyundai;Ioniq 5;584900;0;77
2974;6698;2023;Sedan;4;Tesla;Model S;739990;0;67
2975;1;2023;SUV;4;Hyundai;Ioniq 5;584900;0;77
2976;5524;2023;SUV;2;Kia;Niro;329000;0;65
2977;5140;2023;SUV;4;Tesla;Model Y;419900;1;75
2978;381;2024;SUV;2;Volvo;C40;509000;0;79
2979;85;2023;Halvkombi;2;Renault;Zoe;299000;0;52
2980;2762;2022;SUV;4;Volvo;XC40;439000;0;79
2981;909;2024;SUV;2;Volvo;C40;539000;0;79
2982;281;2024;SUV;2;Renault;Scénic;529000;0;87
2983;1;2023;SUV;4;Hyundai;Ioniq 5;584900;0;77
2984;14800;2018;Halvkombi;2;BMW;i3;169900;0;33
2985;1;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
2986;1;2024;SUV;2;Hyundai;Ioniq 5;549900;0;77
2987;1;2024;SUV;2;Hyundai;Ioniq 5;584900;1;77
2988;1;2024;SUV;4;Hyundai;Ioniq 5;584900;0;77
2989;3292;2024;SUV;2;Volvo;XC40;489900;1;79
2990;2232;2024;SUV;2;Volvo;C40;489900;1;79
2991;3043;2024;SUV;2;Volvo;XC40;449900;1;79
2992;7399;2021;SUV;2;Volkswagen;ID.4;349800;1;77
2993;1654;2023;SUV;4;Skoda;Enyaq;509800;1;80
2994;2500;2023;SUV;2;Volvo;XC40;409900;1;67
2995;4413;2022;SUV;2;Volvo;XC40;379900;0;67
2996;0;2025;Halvkombi;2;Volvo;EX30;489500;0;64
2997;0;2025;Halvkombi;2;Volvo;EX30;489500;0;64
2998;0;2025;SUV;4;Volvo;EX90;1175900;1;107
2999;5493;2022;SUV;2;Volvo;XC40;379500;0;67
3000;1780;2022;Halvkombi;2;Renault;Zoe;209900;0;52
3001;3000;2022;SUV;2;Volvo;XC40;369900;1;67
3002;3999;2023;SUV;4;Volvo;XC40;459900;1;79
3003;900;2023;Yrkesfordon;2;Opel;Vivaro;374875;0;75
3004;2427;2024;SUV;2;Volvo;XC40;448800;1;79
3005;9265;2021;Halvkombi;2;Volkswagen;ID.3;214400;0;58
3006;3821;2021;SUV;2;Peugeot;e-2008;194800;0;50
3007;5727;2022;SUV;4;Tesla;Model Y;368900;0;75
3008;8905;2021;Sedan;4;Tesla;Model 3;294700;1;75
3009;6089;2021;SUV;4;Tesla;Model Y;364800;0;75
3010;229;2023;SUV;2;Honda;e:Ny1;369800;0;69
3011;1050;2023;SUV;4;Mercedes-Benz;EQE;819000;0;96
3012;3226;2021;Yrkesfordon;2;Peugeot;E-expert;239800;0;75
3013;4133;2018;Halvkombi;2;Volkswagen;E-golf;165000;0;35
3014;0;2025;SUV;2;BMW;iX1;556400;1;65
3015;2551;2023;SUV;2;Volkswagen;ID.4;389900;1;77
3016;0;2025;SUV;2;Volvo;EC40;569000;1;79
3017;0;2024;SUV;2;Volvo;XC40;499000;0;79
3018;310;2022;Yrkesfordon;2;Citroën;e-Berlingo;274875;1;50
3019;3844;2023;SUV;4;Volvo;C40;429900;0;79
3020;3967;2023;SUV;4;Volvo;XC40;419000;0;79
3021;6801;2020;SUV;2;Peugeot;e-2008;188900;0;50
3022;410;2023;SUV;4;Mercedes-Benz;EQE;859800;0;96
3023;3793;2022;SUV;2;Volvo;XC40;349500;1;67
3024;4505;2022;Sedan;2;Polestar;2;319900;0;64
3025;3382;2023;SUV;4;Mercedes-Benz;EQB;469800;0;67
3026;5773;2021;Yrkesfordon;2;Peugeot;E-expert;259800;0;75
3027;4913;2020;Sedan;4;Tesla;Model 3;329900;0;74
3028;6000;2023;SUV;2;Skoda;Enyaq;449900;0;80
3029;5133;2022;Halvkombi;2;Volkswagen;ID.3;254500;1;58
3030;50;2023;Yrkesfordon;2;Peugeot;E-expert;699875;0;75
3031;7150;2022;SUV;2;Skoda;Enyaq;379000;1;80
3032;11592;2020;Halvkombi;2;Kia;e-Soul;194900;0;64
3033;3280;2022;Yrkesfordon;2;Maxus;e-Deliver 3;234000;0;50
3034;3999;2023;SUV;4;BMW;iX1;454700;0;65
3035;2890;2020;Halvkombi;2;Mini;Cooper;209000;0;29
3036;0;2024;SUV;4;Ford;Mustang;669800;0;91
3037;1200;2024;SUV;4;Ford;Explorer;624800;0;78
3038;1500;2024;SUV;4;Ford;Explorer;599800;0;78
3039;1120;2023;SUV;2;Nissan;Ariya;499800;0;87
3040;8900;2021;SUV;4;Tesla;Model Y;375000;1;75
3041;9173;2017;Sedan;4;Tesla;Model S;439000;0;95
3042;470;2024;SUV;2;Ford;Explorer;569800;0;77
3043;5257;2022;SUV;2;Skoda;Enyaq;359900;1;80
3044;4047;2022;Halvkombi;2;Mazda;MX-30;169900;0;30
3045;890;2025;SUV;4;BMW;iX1;629800;1;65
3046;890;2025;Sedan;2;BMW;i4;719800;1;81
3047;5882;2020;SUV;2;Hyundai;Kona;254900;0;64
3048;600;2024;SUV;2;Ford;Explorer;569800;0;77
3049;3794;2022;SUV;4;Tesla;Model Y;419900;0;75
3050;2000;2024;SUV;4;Ford;Explorer;599800;0;78
3051;500;2025;SUV;4;Ford;Capri;699900;0;77
3052;500;2024;SUV;4;Ford;Explorer;599800;0;78
3053;3405;2023;Kombi;2;MG;MG5;229900;0;61
3054;200;2023;SUV;2;MG;ZS;309900;0;70
3055;3769;2021;Halvkombi;2;Volkswagen;ID.3;244700;0;58
3056;4222;2023;SUV;2;Mercedes-Benz;EQA;388900;0;70
3057;1859;2023;SUV;2;Kia;Niro;368800;0;65
3058;3551;2022;SUV;4;Skoda;Enyaq;418900;1;80
3059;7196;2023;SUV;4;Tesla;Model Y;409800;1;75
3060;6324;2022;Coupé;4;Volkswagen;ID.5;379800;1;77
3061;6941;2019;Sedan;2;Hyundai;Ioniq;159700;0;28
3062;0;2024;SUV;2;Cupra;Tavascan;564900;0;77
3063;10750;2021;Sedan;4;Polestar;2;324700;1;78
3064;4251;2022;SUV;2;Peugeot;e-2008;199900;0;50
3065;2150;2024;Sedan;2;BMW;i4;489500;0;81
3066;11532;2022;Sedan;2;Mercedes-Benz;EQS;629500;0;108
3067;5207;2023;SUV;2;Skoda;Enyaq;419900;0;80
3068;4868;2023;SUV;4;Tesla;Model X;890000;0;95
3069;4520;2021;SUV;2;Kia;e-Niro;269000;0;64
3070;2616;2022;Halvkombi;2;Volkswagen;ID.3;269000;0;58
3071;950;2022;Halvkombi;2;Citroën;e-C4;299900;0;50
3072;5616;2021;SUV;2;MG;ZS;239900;0;70
3073;1000;2024;SUV;2;Ford;Explorer;569800;0;77
3074;5900;2021;Halvkombi;2;Opel;Corsa-e;163500;0;50
3075;558;2024;Halvkombi;2;Volvo;EX30;429500;0;64
3076;900;2024;SUV;4;Ford;Explorer;599800;0;78
3077;3000;2022;SUV;2;Volvo;XC40;355000;0;67
3078;10804;2021;SUV;4;Audi;E-tron;390000;0;87
3079;7922;2021;Sedan;2;Tesla;Model 3;278800;0;55
3080;890;2023;Sedan;4;Porsche;Taycan;1295800;0;84
3081;5226;2022;Sedan;2;Polestar;2;314900;0;64
3082;4548;2022;Sedan;2;Polestar;2;309000;1;64
3083;8352;2022;Sedan;2;Polestar;2;299000;1;78
3084;6274;2019;Halvkombi;2;Renault;Zoe;115000;0;41
3085;10874;2022;Sedan;2;Polestar;2;289000;0;78
3086;4859;2022;Sedan;2;Tesla;Model 3;315000;0;60
3087;6976;2022;Sedan;2;Polestar;2;309000;0;64
3088;11703;2022;SUV;2;Volkswagen;ID.4;275000;1;77
3089;4528;2023;Sedan;2;Polestar;2;345000;1;78
3090;3583;2023;Sedan;2;Polestar;2;345000;0;64
3091;3834;2022;Sedan;2;Tesla;Model 3;329000;0;60
3092;10626;2021;SUV;2;Ford;Mustang;295000;1;75
3093;2965;2022;Halvkombi;2;Nissan;Leaf;239000;0;59
3094;8769;2022;Sedan;2;Polestar;2;319000;0;78
3095;11067;2022;Sedan;2;Polestar;2;289000;0;78
3096;2620;2022;Halvkombi;2;Nissan;Leaf;236000;0;59
3097;5518;2021;Halvkombi;2;Nissan;Leaf;149000;0;40
3098;1112;2023;Halvkombi;2;MG;MG4;269900;0;51
3099;10652;2022;Sedan;4;Tesla;Model Y;359900;1;75
3100;1766;2023;Halvkombi;2;Volkswagen;ID.3;339900;0;58
3101;4893;2023;Halvkombi;2;Renault;Mégane;329000;0;60
3102;3358;2021;Halvkombi;2;Renault;Zoe;199000;0;52
3103;1990;2022;Halvkombi;2;Nissan;Leaf;209900;0;40
